aa_eleicao,sq_eleicao_divulga,sg_uf,sg_ue,tp_prestador,cd_esfera_partidaria,ds_esfera_partidaria,nr_partido,sg_partido,sq_candidato,ds_cargo,nm_candidato,ds_situacao_candidatura,ds_situacao_totalizacao,vr_receita,vr_receita_rc_fundo_part,vr_receita_rc_fundo_camp,vr_receita_rc_outros,vr_receita_trf_fundo_part,vr_receita_trf_fundo_camp,vr_receita_trf_outros,dt_carga
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621323,Deputado Estadual,GABRIELA ORTIZ ABENEL,Apto,Suplente,50000.0,0.0,0.0,0.0,0.0,50000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610609,Deputado Estadual,GABRIELI DA SILVA VAZ,Apto,Suplente,74967.0,0.0,0.0,0.0,0.0,74967.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649808,Deputado Estadual,GECI TERESINHA MALLMANN,Apto,Suplente,22625.0,0.0,0.0,0.0,0.0,22625.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621324,Deputado Estadual,GEISA CARMO DA SILVA,Apto,Suplente,95989.6,0.0,0.0,0.0,0.0,95989.6,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602886,Deputado Estadual,GENES MARCEL LAGO ROBALO,Apto,Suplente,63500.0,0.0,0.0,0.0,0.0,63500.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,51,PATRIOTA,210001611294,Deputado Estadual,GERMANO BUENO CAMINHA,Apto,Não eleito,20000.0,0.0,0.0,0.0,0.0,20000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610610,Deputado Estadual,GERRI SAWARIS,Apto,Suplente,21558.68,0.0,0.0,0.0,0.0,21558.68,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621326,Deputado Estadual,GERSON BURMANN,Apto,Eleito por QP,326300.0,0.0,0.0,0.0,0.0,326300.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696184,Deputado Estadual,GIAN ANTÔNIO PEDROSO,Apto,Suplente,24440.0,0.0,0.0,0.0,0.0,24440.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649807,Deputado Estadual,GILBERTO ALMEIDA DE OLIVEIRA,Apto,Suplente,23645.0,0.0,0.0,0.0,0.0,23645.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647990,Deputado Estadual,GILBERTO CAPOANI,Apto,Suplente,325000.0,0.0,0.0,0.0,0.0,325000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610611,Deputado Estadual,GILBERTO JOSÉ SPIER VARGAS,Apto,Eleito por QP,251392.0,0.0,0.0,0.0,0.0,251392.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621310,Deputado Estadual,GILBERTO MIGUEL GOMES JUNIOR,Apto,Suplente,50000.0,0.0,0.0,0.0,0.0,50000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696166,Deputado Estadual,GILMAR MORAES MAIA,Apto,Suplente,4440.0,0.0,0.0,0.0,0.0,4440.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621287,Deputado Estadual,GILMAR SOSSELLA,Apto,Eleito por QP,293500.0,0.0,0.0,0.0,0.0,293500.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696161,Deputado Estadual,GIORDANI KRUG CAMPOS RAMOS,Apto,Suplente,50840.0,0.0,0.0,0.0,0.0,50840.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621309,Deputado Estadual,GIOVANA BORGES SOARES GONCALVES,Apto,Suplente,150000.0,0.0,0.0,0.0,0.0,150000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602895,Deputado Estadual,GIOVANE WICKERT,Apto,Suplente,214492.95,0.0,0.0,0.0,4000.0,210492.95,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605726,Deputado Estadual,GIOVANY CARRIÃO DE FREITAS,Apto,Não eleito,50000.0,0.0,0.0,0.0,0.0,50000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601639,Deputado Estadual,GISELDA DA CONCEIÇÃO RIBEIRO,Apto,Suplente,100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621337,Deputado Estadual,GISELDA DA SILVA AZAMBUJA,Apto,Suplente,213538.46,0.0,0.0,0.0,0.0,213538.46,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605733,Deputado Estadual,GLORIA REGINA FIGUEIRO DOS SANTOS,Apto,Não eleito,15000.0,0.0,0.0,0.0,0.0,15000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647168,Deputado Estadual,GLÁUCIA SCHUMACHER,Apto,Suplente,430000.0,0.0,0.0,0.0,0.0,430000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598506,Deputado Estadual,GUILHERME GIL DA SILVA,Apto,Suplente,18477.7,0.0,0.0,0.0,0.0,18477.7,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649806,Deputado Estadual,GUILHERME RAMOS LIMA,Apto,Suplente,9571.0,0.0,0.0,0.0,0.0,9571.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647169,Deputado Estadual,GUILHERME RECH PASIN,Apto,Eleito por QP,235000.0,0.0,0.0,0.0,0.0,235000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598507,Deputado Estadual,GUILHERME STURMER LOVATTO,Apto,Suplente,18487.4,0.0,0.0,0.0,0.0,18487.4,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601660,Deputado Estadual,GUSTAVO ADOLFO VICTORINO GREHS,Apto,Eleito por QP,100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601907,Deputado Estadual,GUSTAVO CORREA,Apto,Suplente,170000.0,0.0,0.0,0.0,0.0,170000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621288,Deputado Estadual,GUSTAVO TANGER JARDIM,Apto,Suplente,40000.0,0.0,0.0,0.0,0.0,40000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621325,Deputado Estadual,GÊNIFER GRAZIELA SIEBEL ENGERS,Apto,Suplente,103770.0,0.0,0.0,0.0,0.0,103770.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610612,Deputado Estadual,HALLEY LINO DE SOUZA,Apto,Suplente,69392.0,0.0,0.0,0.0,0.0,69392.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596176,Deputado Estadual,HARRI JOSE ZANONI,Apto,Suplente,48421.38,0.0,0.0,0.0,0.0,48421.38,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647170,Deputado Estadual,HELDER ANTÔNIO JACOBY DOS SANTOS,Apto,Suplente,37204.42,0.0,0.0,0.0,0.0,37204.42,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620194,Deputado Estadual,HELEN DOS SANTOS MACHADO CALLEYA,Apto,Suplente,1074038.21,0.0,0.0,0.0,0.0,1074038.21,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610613,Deputado Estadual,HELENIR AGUIAR SCHURER,Apto,Suplente,146967.0,0.0,0.0,0.0,0.0,146967.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596162,Deputado Estadual,HOMERO DAVILA NETO,Apto,Suplente,26038.05,0.0,0.0,0.0,0.0,26038.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696202,Deputado Estadual,IGOR ALBARELLO DAHMER,Apto,Suplente,9246.0,0.0,0.0,0.0,0.0,9246.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614137,Deputado Estadual,IGOR JULIO PONZECCHI,Apto,Não eleito,7216.88,0.0,0.0,0.0,0.0,7216.88,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,43,PV,210001610615,Deputado Estadual,IGUARACY CAMPEZINO SANTOS DAS CHAGAS,Apto,Suplente,170152.0,0.0,0.0,0.0,0.0,170152.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,28,PRTB,210001696838,Deputado Estadual,ILTON LEANDRO DOS SANTOS,Apto,Não eleito,23000.0,0.0,0.0,0.0,0.0,23000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,43,PV,210001610616,Deputado Estadual,INDÁIA TERESINHA FRAGA,Apto,Suplente,114492.0,0.0,0.0,0.0,0.0,114492.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,18,REDE,210001598500,Deputado Estadual,INÊS ZEFERINO DOS SANTOS,Apto,Suplente,13000.0,0.0,0.0,0.0,0.0,13000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601649,Deputado Estadual,ISMAEL CHERUTI FERRI,Apto,Suplente,55893.19,0.0,0.0,0.0,28513.19,27380.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696179,Deputado Estadual,ISMAEL NASCIMENTO DE ALMEIDA,Apto,Suplente,24440.0,0.0,0.0,0.0,0.0,24440.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696189,Deputado Estadual,ISRAEL DOS SANTOS FELÍCIO,Apto,Suplente,25280.0,0.0,0.0,0.0,0.0,25280.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647171,Deputado Estadual,ISSUR ISRAEL KOCH,Apto,Suplente,110000.0,0.0,0.0,0.0,0.0,110000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596156,Deputado Estadual,ITACIR PEGORARO,Apto,Suplente,53267.82,0.0,0.0,0.0,45000.0,8267.82,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601650,Deputado Estadual,ITAGIBA VITORIO DA SILVA DIAS,Apto,Suplente,30000.0,0.0,0.0,0.0,30000.0,0.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610617,Deputado Estadual,IVAN ADMAR DORNELLES DUARTE,Apto,Suplente,103558.68,0.0,0.0,0.0,0.0,103558.68,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,16,PSTU,210001606116,Deputado Estadual,IVAN COELHO MISIUK,Apto,Não eleito,1500.0,0.0,0.0,0.0,0.0,1500.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610618,Deputado Estadual,IVAR PAVAN,Apto,Suplente,58392.0,0.0,0.0,0.0,0.0,58392.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610619,Deputado Estadual,IVONETE CARVALHO,Apto,Suplente,224467.7,0.0,0.0,0.0,0.0,224467.7,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602887,Deputado Estadual,IZA TEREZINHA FERREIRA DA SILVA,Apto,Suplente,59500.0,0.0,0.0,0.0,2500.0,57000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614127,Deputado Estadual,IZABELLA CAROLINE CANABARRO TEIXEIRA,Apto,Não eleito,10225.0,0.0,0.0,0.0,0.0,10225.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598508,Deputado Estadual,JACKES SANTOS DE ANDRADE,Apto,Suplente,42329.03,0.0,0.0,0.0,0.0,42329.03,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648975,Deputado Estadual,JACKSON RABUSKE,Apto,Suplente,105571.14,0.0,0.0,0.0,26281.58,79289.56,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647196,Deputado Estadual,JADIR JACINTO,Apto,Suplente,37204.42,0.0,0.0,0.0,0.0,37204.42,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605711,Deputado Estadual,JADIR OLIVEIRA TAVARES,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647193,Deputado Estadual,JAIME ALVINO STARKE,Apto,Suplente,37293.03,0.0,0.0,0.0,0.0,37293.03,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601662,Deputado Estadual,JAIR RODRIGUES MENDES,Apto,Suplente,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,14,PTB,210001649805,Deputado Estadual,JAIRO DA MOTA ISLABÃO,Apto,Suplente,16285.0,0.0,0.0,0.0,0.0,16285.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601663,Deputado Estadual,JAIRO FABIANO PEREIRA DE MELO,Apto,Suplente,27003.19,0.0,0.0,0.0,24113.19,2890.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696206,Deputado Estadual,JAIRSINHO BATISTELLO,Apto,Suplente,9040.0,0.0,0.0,0.0,0.0,9040.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602919,Deputado Estadual,JANAINA CORTES GOMES,Apto,Suplente,113000.0,0.0,0.0,0.0,0.0,113000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648974,Deputado Estadual,JANE MARY CENI,Apto,Suplente,20000.0,0.0,0.0,0.0,0.0,20000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602896,Deputado Estadual,JANETE ROSS DE OLIVEIRA,Apto,Suplente,176030.0,0.0,0.0,0.0,0.0,176030.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601908,Deputado Estadual,JANIELI SOARES PEREIRA,Apto,Suplente,23921.05,0.0,0.0,0.0,0.0,23921.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647991,Deputado Estadual,JANIR SOUZA BRANCO,Apto,Suplente,190000.0,0.0,0.0,0.0,0.0,190000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605734,Deputado Estadual,JAQUELINE ALVES CARATI ALVES,Apto,Não eleito,15000.0,0.0,0.0,0.0,0.0,15000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610620,Deputado Estadual,JEFERSON OLIVEIRA FERNANDES,Apto,Eleito por QP,304392.0,0.0,0.0,0.0,0.0,304392.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601909,Deputado Estadual,JEFERSON VAZ DE SIQUEIRA,Apto,Suplente,15021.05,0.0,0.0,0.0,0.0,15021.05,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,23,CIDADANIA,210001620232,Deputado Estadual,JESSE SANGALLI DE MELLO,Apto,Suplente,128198.62,0.0,0.0,0.0,0.0,128198.62,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602899,Deputado Estadual,JESSICA REJANE MACHADO CARDOSO,Apto,Suplente,98000.0,0.0,0.0,0.0,0.0,98000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,70,AVANTE,210001621497,Deputado Estadual,JETERSON REIS MARTINS,Apto,Não eleito,14000.0,0.0,0.0,0.0,0.0,14000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614143,Deputado Estadual,JOAO HENRIQUE DA SILVA PAIS,Apto,Não eleito,10951.72,0.0,0.0,0.0,0.0,10951.72,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647191,Deputado Estadual,JOEL LEANDRO WILHELM,Apto,Eleito por QP,113050.0,0.0,0.0,0.0,0.0,113050.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620214,Deputado Estadual,JONATAN BRONSTRUP,Apto,Suplente,154000.0,0.0,0.0,0.0,0.0,154000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,77,SOLIDARIEDADE,210001614145,Deputado Estadual,JONATAS PATRICK TEIXEIRA DA SILVA,Apto,Não eleito,5421.72,0.0,0.0,0.0,0.0,5421.72,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621311,Deputado Estadual,JORDAN MAURICIO SILVA DA SILVA,Apto,Suplente,53000.0,0.0,0.0,0.0,0.0,53000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647192,Deputado Estadual,JORGE ANTONIO DORNELLES CARPES,Apto,Suplente,107204.42,0.0,0.0,0.0,10000.0,97204.42,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696168,Deputado Estadual,JORGE BARBOSA DE SOUZA,Apto,Suplente,72259.98,0.0,0.0,0.0,0.0,72259.98,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647195,Deputado Estadual,JORGE GILMAR AMARAL DE OLIVEIRA,Apto,Suplente,47204.42,0.0,0.0,0.0,0.0,47204.42,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,18,REDE,210001598532,Deputado Estadual,JORGE GUIMARÃES DE LIMA,Apto,Suplente,8000.0,0.0,0.0,0.0,0.0,8000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620215,Deputado Estadual,JORGE LUIS DRUMM,Apto,Suplente,216350.0,0.0,0.0,0.0,500.0,215850.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648971,Deputado Estadual,JORGE LUIZ SCHWERZ,Apto,Suplente,5571.14,0.0,0.0,0.0,1281.58,4289.56,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,15,MDB,210001647992,Deputado Estadual,JORGE LUZ DOS SANTOS,Apto,Suplente,115043.66,0.0,0.0,0.0,0.0,115043.66,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596169,Deputado Estadual,JORGE RODRIGUES FLORES,Apto,Suplente,48071.36,0.0,0.0,0.0,0.0,48071.36,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596149,Deputado Estadual,JOSE AIRTON RIBEIRO DE LIMA,Apto,Suplente,290000.0,0.0,0.0,0.0,0.0,290000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648970,Deputado Estadual,JOSE ALBERTO BUENO CAPAVERDE DA SILVA,Apto,Suplente,90000.0,0.0,0.0,0.0,15000.0,75000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620216,Deputado Estadual,JOSE ANTONIO DA SILVA,Apto,Suplente,75000.0,0.0,0.0,0.0,0.0,75000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620217,Deputado Estadual,JOSE ANTONIO JUNIOR FROZZA PALADINI,Apto,Suplente,260000.0,0.0,0.0,0.0,0.0,260000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601913,Deputado Estadual,JOSE CLAUDIO FREITAS CONCEIÇÃO,Apto,Suplente,170000.0,0.0,0.0,0.0,56000.0,114000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,44,UNIÃO,210001601914,Deputado Estadual,JOSE FRANCISCO FERREIRA DA LUZ,Apto,Suplente,290500.0,0.0,0.0,0.0,138500.0,152000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602905,Deputado Estadual,JOSE LUIZ STEDILE,Apto,Suplente,175000.0,0.0,0.0,0.0,10000.0,165000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,40,PSB,210001602878,Deputado Estadual,JOSE PASCUAL DAMBROS,Apto,Suplente,60000.0,0.0,0.0,0.0,0.0,60000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596152,Deputado Estadual,JOSE WALDIR DILKIN,Apto,Suplente,67522.94,0.0,0.0,0.0,0.0,67522.94,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601622,Deputado Estadual,JOSÉ CARLOS CLAUDINO,Apto,Suplente,50000.0,0.0,0.0,0.0,50000.0,0.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621289,Deputado Estadual,JOSÉ CARLOS GULART FERREIRA,Apto,Suplente,121318.74,0.0,0.0,0.0,0.0,121318.74,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621328,Deputado Estadual,JOSÉ CLEMENTE DA SILVA CORRÊA,Apto,Suplente,110000.0,0.0,0.0,0.0,0.0,110000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610584,Deputado Estadual,JOSÉ ELIAS DOS SANTOS CABREIRA,Apto,Suplente,22691.67,0.0,0.0,0.0,0.0,22691.67,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601647,Deputado Estadual,JOSÉ FERNANDO TARRAGÔ,Apto,Suplente,80800.0,0.0,0.0,0.0,80800.0,0.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,45,PSDB,210001620201,Deputado Estadual,JOSÉ FRANCISCO SOARES SPEROTTO,Apto,Suplente,264500.0,0.0,0.0,0.0,0.0,264500.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,19,PODE,210001596181,Deputado Estadual,JOSÉ ITAMAR ALVES,Apto,Suplente,279034.9,0.0,0.0,0.0,0.0,279034.9,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621290,Deputado Estadual,JOSÉ ODAIR SCORSATTO,Apto,Suplente,122000.0,0.0,0.0,0.0,0.0,122000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,20,PSC,210001605701,Deputado Estadual,JOSÉ ODIL LOPES DOS SANTOS,Apto,Não eleito,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,12,PDT,210001621291,Deputado Estadual,JOSÉ OLAVO ROSA BISOL,Apto,Suplente,134677.0,0.0,0.0,0.0,0.0,134677.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610622,Deputado Estadual,JOSÉ SAMUEL DA SILVA SANTOS,Apto,Suplente,98558.68,0.0,0.0,0.0,0.0,98558.68,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,13,PT,210001610623,Deputado Estadual,JOSÉ SIDNEY NUNES DE ALMEIDA,Apto,Eleito por QP,234192.0,0.0,0.0,0.0,0.0,234192.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,11,PP,210001647161,Deputado Estadual,JOÃO AGOSTINHO BRAUN,Apto,Suplente,50000.0,0.0,0.0,0.0,0.0,50000.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,23,CIDADANIA,210001620229,Deputado Estadual,JOÃO ANTONIO ZILIO,Apto,Suplente,22098.62,0.0,0.0,0.0,0.0,22098.62,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,22,PL,210001648973,Deputado Estadual,JOÃO BATISTA OLIVEIRA DE LIMA,Apto,Suplente,4802.48,0.0,0.0,0.0,1281.58,3520.9,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,55,PSD,210001696185,Deputado Estadual,JOÃO CARLOS DA LUZ DIOGO,Apto,Suplente,25280.0,0.0,0.0,0.0,0.0,25280.0,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,50,PSOL,210001598523,Deputado Estadual,JOÃO CARLOS SOUZA DO AMARAL,Apto,Suplente,18487.4,0.0,0.0,0.0,0.0,18487.4,0.0,2024-04-19 02:05:11
2022,2040602022,RS,RS,CA,NA,Não se aplica,10,REPUBLICANOS,210001601668,Deputado Estadual,JOÃO DERLY DE OLIVEIRA NUNES JÚNIOR,Apto,Suplente,85000.0,0.0,0.0,0.0,70000.0,15000.0,0.0,2024-04-19 02:05:11
